"Order ID","Order Date","Ship Date","Customer Name","Region","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit","Shipping Delay (Days)"
"ORD-3112","2022-03-30 00:00:00","2022-03-31 00:00:00","Eva","Central","Furniture","Chairs","Desk","505.83","5","0.15","150.4","1"
"ORD-3113","2022-03-30 01:00:00","2022-03-31 01:00:00","David","South","Office Supplies","Storage","Printer","505.83","4","0.15","150.4","1"
"ORD-3114","2022-03-30 02:00:00","2022-03-31 02:00:00","Charlie","Central","Technology","Binders","Desk","505.83","7","0.15","150.4","1"
"ORD-3115","2022-03-30 03:00:00","2022-03-31 03:00:00","David","Central","Office Supplies","Accessories","Desk","505.83","6","0.15","150.4","1"
"ORD-3116","2022-03-30 04:00:00","2022-03-31 04:00:00","Alice","South","Furniture","Phones","Monitor","505.83","3","0.15","150.4","1"
"ORD-3117","2022-03-30 05:00:00","2022-03-31 05:00:00","David","Central","Technology","Accessories","Stapler","505.83","8","0.15","150.4","1"
"ORD-3118","2022-03-30 06:00:00","2022-03-31 06:00:00","Frank","East","Office Supplies","Storage","Desk","505.83","8","0.15","150.4","1"
"ORD-3119","2022-03-30 07:00:00","2022-03-31 07:00:00","David","West","Technology","Storage","Desk","505.83","2","0.15","150.4","1"
"ORD-3120","2022-03-30 08:00:00","2022-03-31 08:00:00","David","Central","Furniture","Tables","Pen","505.83","7","0.15","150.4","1"
"ORD-3121","2022-03-30 09:00:00","2022-03-31 09:00:00","Alice","South","Technology","Binders","Monitor","505.83","1","0.15","150.4","1"
"ORD-3122","2022-03-30 10:00:00","2022-03-31 10:00:00","Charlie","West","Furniture","Chairs","Desk","505.83","2","0.15","150.4","1"
"ORD-3123","2022-03-30 11:00:00","2022-03-31 11:00:00","Eva","South","Office Supplies","Accessories","Paper","505.83","8","0.15","150.4","1"
"ORD-3124","2022-03-30 12:00:00","2022-03-31 12:00:00","Eva","West","Furniture","Binders","Stapler","505.83","1","0.15","150.4","1"
"ORD-3125","2022-03-30 13:00:00","2022-03-31 13:00:00","David","West","Office Supplies","Chairs","Paper","505.83","2","0.15","150.4","1"
"ORD-3126","2022-03-30 14:00:00","2022-03-31 14:00:00","Eva","Central","Office Supplies","Accessories","Printer","505.83","1","0.15","150.4","1"
"ORD-3127","2022-03-30 15:00:00","2022-03-31 15:00:00","Alice","East","Furniture","Binders","Stapler","505.83","5","0.15","150.4","1"
"ORD-3128","2022-03-30 16:00:00","2022-03-31 16:00:00","Alice","Central","Office Supplies","Phones","Printer","505.83","7","0.15","150.4","1"
"ORD-3129","2022-03-30 17:00:00","2022-03-31 17:00:00","David","South","Technology","Accessories","Pen","505.83","6","0.15","150.4","1"
"ORD-3130","2022-03-30 18:00:00","2022-03-31 18:00:00","David","Central","Office Supplies","Binders","Desk","505.83","6","0.15","150.4","1"
"ORD-3131","2022-03-30 19:00:00","2022-03-31 19:00:00","Frank","West","Furniture","Storage","Monitor","505.83","6","0.15","150.4","1"
"ORD-3132","2022-03-30 20:00:00","2022-03-31 20:00:00","David","West","Technology","Chairs","Paper","505.83","8","0.15","150.4","1"
"ORD-3133","2022-03-30 21:00:00","2022-03-31 21:00:00","Charlie","East","Technology","Binders","Printer","505.83","5","0.15","150.4","1"
"ORD-3134","2022-03-30 22:00:00","2022-03-31 22:00:00","Eva","Central","Office Supplies","Phones","Desk","505.83","7","0.15","150.4","1"
"ORD-3135","2022-03-30 23:00:00","2022-03-31 23:00:00","David","South","Office Supplies","Accessories","Paper","505.83","3","0.15","150.4","1"
"ORD-3136","2022-03-31 00:00:00","2022-04-01 00:00:00","Bob","West","Furniture","Accessories","Paper","505.83","9","0.15","150.4","1"
"ORD-3137","2022-03-31 01:00:00","2022-04-01 01:00:00","Frank","East","Technology","Accessories","Pen","505.83","3","0.15","150.4","1"
"ORD-3138","2022-03-31 02:00:00","2022-04-01 02:00:00","Bob","South","Furniture","Phones","Pen","505.83","6","0.15","150.4","1"
"ORD-3139","2022-03-31 03:00:00","2022-04-01 03:00:00","Alice","West","Office Supplies","Chairs","Printer","505.83","3","0.15","150.4","1"
"ORD-3140","2022-03-31 04:00:00","2022-04-01 04:00:00","Eva","South","Technology","Accessories","Desk","505.83","1","0.15","150.4","1"
"ORD-3141","2022-03-31 05:00:00","2022-04-01 05:00:00","David","East","Furniture","Chairs","Monitor","505.83","1","0.15","150.4","1"
"ORD-3142","2022-03-31 06:00:00","2022-04-01 06:00:00","Bob","East","Furniture","Binders","Printer","505.83","3","0.15","150.4","1"
"ORD-3143","2022-03-31 07:00:00","2022-04-01 07:00:00","Eva","South","Furniture","Storage","Paper","505.83","4","0.15","150.4","1"
"ORD-3144","2022-03-31 08:00:00","2022-04-01 08:00:00","Alice","Central","Furniture","Storage","Paper","505.83","2","0.15","150.4","1"
"ORD-3145","2022-03-31 09:00:00","2022-04-01 09:00:00","Charlie","South","Furniture","Chairs","Stapler","505.83","9","0.15","150.4","1"
"ORD-3146","2022-03-31 10:00:00","2022-04-01 10:00:00","Frank","West","Technology","Chairs","Desk","505.83","8","0.15","150.4","1"
"ORD-3147","2022-03-31 11:00:00","2022-04-01 11:00:00","David","Central","Furniture","Storage","Stapler","505.83","3","0.15","150.4","1"
"ORD-3148","2022-03-31 12:00:00","2022-04-01 12:00:00","Eva","West","Technology","Accessories","Pen","505.83","7","0.15","150.4","1"
"ORD-3149","2022-03-31 13:00:00","2022-04-01 13:00:00","Charlie","Central","Furniture","Tables","Monitor","505.83","4","0.15","150.4","1"
"ORD-3150","2022-03-31 14:00:00","2022-04-01 14:00:00","Eva","Central","Office Supplies","Tables","Printer","505.83","5","0.15","150.4","1"
"ORD-3151","2022-03-31 15:00:00","2022-04-01 15:00:00","Alice","West","Office Supplies","Phones","Paper","505.83","4","0.15","150.4","1"
"ORD-3152","2022-03-31 16:00:00","2022-04-01 16:00:00","Alice","South","Furniture","Storage","Desk","505.83","9","0.15","150.4","1"
"ORD-3153","2022-03-31 17:00:00","2022-04-01 17:00:00","Charlie","South","Office Supplies","Storage","Paper","505.83","7","0.15","150.4","1"
"ORD-3154","2022-03-31 18:00:00","2022-04-01 18:00:00","Frank","Central","Technology","Phones","Pen","505.83","4","0.15","150.4","1"
"ORD-3155","2022-03-31 19:00:00","2022-04-01 19:00:00","David","South","Furniture","Tables","Stapler","505.83","8","0.15","150.4","1"
"ORD-3156","2022-03-31 20:00:00","2022-04-01 20:00:00","Bob","East","Technology","Binders","Stapler","505.83","2","0.15","150.4","1"
"ORD-3157","2022-03-31 21:00:00","2022-04-01 21:00:00","David","West","Furniture","Accessories","Printer","505.83","7","0.15","150.4","1"
"ORD-3158","2022-03-31 22:00:00","2022-04-01 22:00:00","Eva","West","Office Supplies","Accessories","Desk","505.83","1","0.15","150.4","1"
"ORD-3159","2022-03-31 23:00:00","2022-04-01 23:00:00","David","South","Technology","Binders","Pen","505.83","8","0.15","150.4","1"
"ORD-3160","2022-04-01 00:00:00","2022-04-02 00:00:00","Charlie","South","Office Supplies","Binders","Desk","505.83","6","0.15","150.4","1"
"ORD-3161","2022-04-01 01:00:00","2022-04-02 01:00:00","Charlie","East","Office Supplies","Tables","Printer","505.83","5","0.15","150.4","1"
"ORD-3162","2022-04-01 02:00:00","2022-04-02 02:00:00","Frank","Central","Furniture","Phones","Pen","505.83","9","0.15","150.4","1"
"ORD-3163","2022-04-01 03:00:00","2022-04-02 03:00:00","Bob","Central","Technology","Binders","Pen","505.83","9","0.15","150.4","1"
"ORD-3164","2022-04-01 04:00:00","2022-04-02 04:00:00","Alice","South","Office Supplies","Phones","Stapler","505.83","3","0.15","150.4","1"
"ORD-3165","2022-04-01 05:00:00","2022-04-02 05:00:00","Bob","South","Furniture","Chairs","Stapler","505.83","9","0.15","150.4","1"
"ORD-3166","2022-04-01 06:00:00","2022-04-02 06:00:00","Eva","South","Furniture","Accessories","Stapler","505.83","9","0.15","150.4","1"
"ORD-3167","2022-04-01 07:00:00","2022-04-02 07:00:00","Alice","West","Furniture","Tables","Paper","505.83","2","0.15","150.4","1"
"ORD-3168","2022-04-01 08:00:00","2022-04-02 08:00:00","Charlie","South","Office Supplies","Accessories","Monitor","505.83","5","0.15","150.4","1"
"ORD-3169","2022-04-01 09:00:00","2022-04-02 09:00:00","Bob","West","Furniture","Tables","Stapler","505.83","2","0.15","150.4","1"
"ORD-3170","2022-04-01 10:00:00","2022-04-02 10:00:00","David","South","Technology","Chairs","Monitor","505.83","1","0.15","150.4","1"
"ORD-3171","2022-04-01 11:00:00","2022-04-02 11:00:00","Frank","Central","Technology","Accessories","Monitor","505.83","7","0.15","150.4","1"
"ORD-3172","2022-04-01 12:00:00","2022-04-02 12:00:00","David","East","Office Supplies","Chairs","Desk","505.83","4","0.15","150.4","1"
"ORD-3173","2022-04-01 13:00:00","2022-04-02 13:00:00","Frank","Central","Technology","Tables","Printer","505.83","5","0.15","150.4","1"
"ORD-3174","2022-04-01 14:00:00","2022-04-02 14:00:00","Eva","South","Furniture","Binders","Paper","505.83","4","0.15","150.4","1"
"ORD-3175","2022-04-01 15:00:00","2022-04-02 15:00:00","David","South","Office Supplies","Accessories","Monitor","505.83","6","0.15","150.4","1"
"ORD-3176","2022-04-01 16:00:00","2022-04-02 16:00:00","Bob","South","Furniture","Chairs","Paper","505.83","2","0.15","150.4","1"
"ORD-3177","2022-04-01 17:00:00","2022-04-02 17:00:00","Bob","Central","Office Supplies","Storage","Desk","505.83","8","0.15","150.4","1"
"ORD-3178","2022-04-01 18:00:00","2022-04-02 18:00:00","David","South","Office Supplies","Accessories","Stapler","505.83","4","0.15","150.4","1"
"ORD-3179","2022-04-01 19:00:00","2022-04-02 19:00:00","Bob","Central","Furniture","Accessories","Pen","505.83","8","0.15","150.4","1"
"ORD-3180","2022-04-01 20:00:00","2022-04-02 20:00:00","Eva","West","Technology","Accessories","Monitor","505.83","3","0.15","150.4","1"
"ORD-3181","2022-04-01 21:00:00","2022-04-02 21:00:00","Alice","East","Technology","Phones","Printer","505.83","5","0.15","150.4","1"
"ORD-3182","2022-04-01 22:00:00","2022-04-02 22:00:00","Eva","East","Office Supplies","Tables","Pen","505.83","3","0.15","150.4","1"
"ORD-3183","2022-04-01 23:00:00","2022-04-02 23:00:00","Frank","Central","Furniture","Chairs","Desk","505.83","7","0.15","150.4","1"
"ORD-3184","2022-04-02 00:00:00","2022-04-03 00:00:00","Eva","West","Furniture","Tables","Paper","505.83","3","0.15","150.4","1"
"ORD-3185","2022-04-02 01:00:00","2022-04-03 01:00:00","Frank","Central","Office Supplies","Binders","Stapler","505.83","8","0.15","150.4","1"
"ORD-3186","2022-04-02 02:00:00","2022-04-03 02:00:00","Bob","West","Technology","Accessories","Paper","505.83","9","0.15","150.4","1"
"ORD-3187","2022-04-02 03:00:00","2022-04-03 03:00:00","Alice","South","Furniture","Phones","Printer","505.83","2","0.15","150.4","1"
"ORD-3188","2022-04-02 04:00:00","2022-04-03 04:00:00","Bob","West","Technology","Tables","Monitor","505.83","3","0.15","150.4","1"
"ORD-3189","2022-04-02 05:00:00","2022-04-03 05:00:00","Charlie","West","Technology","Phones","Printer","505.83","7","0.15","150.4","1"
"ORD-3190","2022-04-02 06:00:00","2022-04-03 06:00:00","Bob","West","Office Supplies","Binders","Paper","505.83","5","0.15","150.4","1"
"ORD-3191","2022-04-02 07:00:00","2022-04-03 07:00:00","Frank","East","Office Supplies","Accessories","Paper","505.83","7","0.15","150.4","1"
"ORD-3192","2022-04-02 08:00:00","2022-04-03 08:00:00","Bob","West","Technology","Chairs","Pen","505.83","2","0.15","150.4","1"
"ORD-3193","2022-04-02 09:00:00","2022-04-03 09:00:00","Bob","South","Furniture","Storage","Printer","505.83","4","0.15","150.4","1"
"ORD-3194","2022-04-02 10:00:00","2022-04-03 10:00:00","Alice","South","Furniture","Accessories","Printer","505.83","1","0.15","150.4","1"
"ORD-3195","2022-04-02 11:00:00","2022-04-03 11:00:00","Bob","South","Office Supplies","Binders","Printer","505.83","5","0.15","150.4","1"
"ORD-3196","2022-04-02 12:00:00","2022-04-03 12:00:00","Alice","West","Technology","Chairs","Stapler","505.83","8","0.15","150.4","1"
"ORD-3197","2022-04-02 13:00:00","2022-04-03 13:00:00","David","Central","Furniture","Phones","Paper","505.83","1","0.15","150.4","1"
"ORD-3198","2022-04-02 14:00:00","2022-04-03 14:00:00","Charlie","Central","Furniture","Tables","Desk","505.83","7","0.15","150.4","1"
"ORD-3199","2022-04-02 15:00:00","2022-04-03 15:00:00","Alice","South","Office Supplies","Tables","Stapler","505.83","7","0.15","150.4","1"
"ORD-3200","2022-04-02 16:00:00","2022-04-03 16:00:00","Frank","East","Technology","Accessories","Stapler","505.83","7","0.15","150.4","1"
"ORD-3201","2022-04-02 17:00:00","2022-04-03 17:00:00","David","Central","Furniture","Phones","Stapler","505.83","1","0.15","150.4","1"
"ORD-3202","2022-04-02 18:00:00","2022-04-03 18:00:00","Alice","West","Office Supplies","Storage","Pen","505.83","3","0.15","150.4","1"
"ORD-3203","2022-04-02 19:00:00","2022-04-03 19:00:00","Alice","Central","Furniture","Storage","Desk","505.83","2","0.15","150.4","1"
"ORD-3204","2022-04-02 20:00:00","2022-04-03 20:00:00","Charlie","South","Furniture","Binders","Printer","505.83","5","0.15","150.4","1"
"ORD-3205","2022-04-02 21:00:00","2022-04-03 21:00:00","Frank","East","Furniture","Tables","Pen","505.83","2","0.15","150.4","1"
"ORD-3206","2022-04-02 22:00:00","2022-04-03 22:00:00","Eva","Central","Office Supplies","Phones","Paper","505.83","5","0.15","150.4","1"
"ORD-3207","2022-04-02 23:00:00","2022-04-03 23:00:00","Eva","Central","Technology","Accessories","Monitor","505.83","5","0.15","150.4","1"
"ORD-3208","2022-04-03 00:00:00","2022-04-04 00:00:00","Alice","South","Office Supplies","Tables","Pen","505.83","4","0.15","150.4","1"
"ORD-3209","2022-04-03 01:00:00","2022-04-04 01:00:00","Bob","East","Technology","Accessories","Monitor","505.83","7","0.15","150.4","1"
"ORD-3210","2022-04-03 02:00:00","2022-04-04 02:00:00","Frank","Central","Furniture","Accessories","Paper","505.83","6","0.15","150.4","1"
"ORD-3211","2022-04-03 03:00:00","2022-04-04 03:00:00","David","South","Technology","Phones","Desk","505.83","2","0.15","150.4","1"
"ORD-3212","2022-04-03 04:00:00","2022-04-04 04:00:00","Bob","West","Furniture","Tables","Monitor","505.83","4","0.15","150.4","1"
"ORD-3213","2022-04-03 05:00:00","2022-04-04 05:00:00","Bob","Central","Furniture","Phones","Stapler","505.83","7","0.15","150.4","1"
"ORD-3214","2022-04-03 06:00:00","2022-04-04 06:00:00","Frank","West","Office Supplies","Chairs","Pen","505.83","9","0.15","150.4","1"
"ORD-3215","2022-04-03 07:00:00","2022-04-04 07:00:00","Alice","Central","Furniture","Phones","Monitor","505.83","9","0.15","150.4","1"
"ORD-3216","2022-04-03 08:00:00","2022-04-04 08:00:00","Alice","Central","Office Supplies","Binders","Paper","505.83","3","0.15","150.4","1"
"ORD-3217","2022-04-03 09:00:00","2022-04-04 09:00:00","Alice","West","Technology","Accessories","Stapler","505.83","1","0.15","150.4","1"
"ORD-3218","2022-04-03 10:00:00","2022-04-04 10:00:00","Alice","South","Technology","Tables","Monitor","505.83","9","0.15","150.4","1"
"ORD-3219","2022-04-03 11:00:00","2022-04-04 11:00:00","Eva","South","Furniture","Storage","Paper","505.83","8","0.15","150.4","1"
"ORD-3220","2022-04-03 12:00:00","2022-04-04 12:00:00","Alice","Central","Office Supplies","Chairs","Desk","505.83","7","0.15","150.4","1"
"ORD-3221","2022-04-03 13:00:00","2022-04-04 13:00:00","Eva","South","Furniture","Storage","Paper","505.83","6","0.15","150.4","1"
"ORD-3222","2022-04-03 14:00:00","2022-04-04 14:00:00","Eva","Central","Office Supplies","Accessories","Desk","505.83","7","0.15","150.4","1"
"ORD-3223","2022-04-03 15:00:00","2022-04-04 15:00:00","Alice","South","Office Supplies","Phones","Stapler","505.83","9","0.15","150.4","1"
"ORD-3224","2022-04-03 16:00:00","2022-04-04 16:00:00","Charlie","Central","Office Supplies","Storage","Paper","505.83","6","0.15","150.4","1"
"ORD-3225","2022-04-03 17:00:00","2022-04-04 17:00:00","David","South","Technology","Binders","Printer","505.83","3","0.15","150.4","1"
"ORD-3226","2022-04-03 18:00:00","2022-04-04 18:00:00","Bob","East","Office Supplies","Phones","Pen","505.83","3","0.15","150.4","1"
"ORD-3227","2022-04-03 19:00:00","2022-04-04 19:00:00","Eva","West","Technology","Accessories","Printer","505.83","4","0.15","150.4","1"
"ORD-3228","2022-04-03 20:00:00","2022-04-04 20:00:00","Frank","East","Office Supplies","Storage","Printer","505.83","8","0.15","150.4","1"
"ORD-3229","2022-04-03 21:00:00","2022-04-04 21:00:00","Frank","West","Technology","Chairs","Printer","505.83","9","0.15","150.4","1"
"ORD-3230","2022-04-03 22:00:00","2022-04-04 22:00:00","David","West","Technology","Storage","Pen","505.83","8","0.15","150.4","1"
"ORD-3231","2022-04-03 23:00:00","2022-04-04 23:00:00","Frank","Central","Technology","Storage","Printer","505.83","2","0.15","150.4","1"
"ORD-3232","2022-04-04 00:00:00","2022-04-05 00:00:00","Charlie","West","Furniture","Tables","Desk","505.83","4","0.15","150.4","1"
"ORD-3233","2022-04-04 01:00:00","2022-04-05 01:00:00","Frank","East","Office Supplies","Storage","Paper","505.83","4","0.15","150.4","1"
"ORD-3234","2022-04-04 02:00:00","2022-04-05 02:00:00","Bob","East","Furniture","Accessories","Stapler","505.83","2","0.15","150.4","1"
"ORD-3235","2022-04-04 03:00:00","2022-04-05 03:00:00","Bob","South","Office Supplies","Chairs","Printer","505.83","8","0.15","150.4","1"
"ORD-3236","2022-04-04 04:00:00","2022-04-05 04:00:00","Eva","East","Office Supplies","Accessories","Printer","505.83","3","0.15","150.4","1"
"ORD-3237","2022-04-04 05:00:00","2022-04-05 05:00:00","Alice","South","Furniture","Binders","Stapler","505.83","2","0.15","150.4","1"
"ORD-3238","2022-04-04 06:00:00","2022-04-05 06:00:00","Charlie","West","Technology","Phones","Stapler","505.83","7","0.15","150.4","1"
"ORD-3239","2022-04-04 07:00:00","2022-04-05 07:00:00","Eva","East","Office Supplies","Storage","Printer","505.83","1","0.15","150.4","1"
"ORD-3240","2022-04-04 08:00:00","2022-04-05 08:00:00","Charlie","West","Technology","Tables","Desk","505.83","6","0.15","150.4","1"
"ORD-3241","2022-04-04 09:00:00","2022-04-05 09:00:00","Alice","East","Furniture","Chairs","Stapler","505.83","3","0.15","150.4","1"
"ORD-3242","2022-04-04 10:00:00","2022-04-05 10:00:00","Frank","East","Technology","Tables","Paper","505.83","3","0.15","150.4","1"
"ORD-3243","2022-04-04 11:00:00","2022-04-05 11:00:00","Frank","South","Office Supplies","Tables","Paper","505.83","5","0.15","150.4","1"
"ORD-3244","2022-04-04 12:00:00","2022-04-05 12:00:00","Alice","West","Office Supplies","Tables","Desk","505.83","3","0.15","150.4","1"
"ORD-3245","2022-04-04 13:00:00","2022-04-05 13:00:00","Eva","East","Office Supplies","Storage","Pen","505.83","4","0.15","150.4","1"
"ORD-3246","2022-04-04 14:00:00","2022-04-05 14:00:00","Alice","Central","Furniture","Chairs","Monitor","505.83","3","0.15","150.4","1"
"ORD-3247","2022-04-04 15:00:00","2022-04-05 15:00:00","David","West","Office Supplies","Chairs","Desk","505.83","7","0.15","150.4","1"
"ORD-3248","2022-04-04 16:00:00","2022-04-05 16:00:00","Bob","West","Furniture","Tables","Printer","505.83","3","0.15","150.4","1"
"ORD-3249","2022-04-04 17:00:00","2022-04-05 17:00:00","Eva","West","Technology","Phones","Monitor","505.83","4","0.15","150.4","1"
"ORD-3250","2022-04-04 18:00:00","2022-04-05 18:00:00","Charlie","South","Office Supplies","Storage","Printer","505.83","2","0.15","150.4","1"
"ORD-3251","2022-04-04 19:00:00","2022-04-05 19:00:00","David","Central","Office Supplies","Tables","Paper","505.83","2","0.15","150.4","1"
"ORD-3252","2022-04-04 20:00:00","2022-04-05 20:00:00","Eva","West","Office Supplies","Accessories","Stapler","505.83","9","0.15","150.4","1"
"ORD-3253","2022-04-04 21:00:00","2022-04-05 21:00:00","Alice","East","Technology","Storage","Printer","505.83","1","0.15","150.4","1"
"ORD-3254","2022-04-04 22:00:00","2022-04-05 22:00:00","Alice","East","Office Supplies","Tables","Paper","505.83","1","0.15","150.4","1"
"ORD-3255","2022-04-04 23:00:00","2022-04-05 23:00:00","Alice","South","Furniture","Binders","Desk","505.83","1","0.15","150.4","1"
"ORD-3256","2022-04-05 00:00:00","2022-04-06 00:00:00","Alice","East","Technology","Tables","Printer","505.83","3","0.15","150.4","1"
"ORD-3257","2022-04-05 01:00:00","2022-04-06 01:00:00","Charlie","West","Technology","Chairs","Paper","505.83","2","0.15","150.4","1"
"ORD-3258","2022-04-05 02:00:00","2022-04-06 02:00:00","David","East","Technology","Tables","Stapler","505.83","3","0.15","150.4","1"
"ORD-3259","2022-04-05 03:00:00","2022-04-06 03:00:00","Frank","West","Technology","Storage","Printer","505.83","5","0.15","150.4","1"
"ORD-3260","2022-04-05 04:00:00","2022-04-06 04:00:00","Bob","East","Technology","Accessories","Pen","505.83","9","0.15","150.4","1"
"ORD-3261","2022-04-05 05:00:00","2022-04-06 05:00:00","Charlie","Central","Furniture","Binders","Paper","505.83","2","0.15","150.4","1"
"ORD-3262","2022-04-05 06:00:00","2022-04-06 06:00:00","Charlie","South","Technology","Storage","Printer","505.83","1","0.15","150.4","1"
"ORD-3263","2022-04-05 07:00:00","2022-04-06 07:00:00","Frank","South","Office Supplies","Accessories","Stapler","505.83","6","0.15","150.4","1"
"ORD-3264","2022-04-05 08:00:00","2022-04-06 08:00:00","Frank","Central","Technology","Accessories","Printer","505.83","3","0.15","150.4","1"
"ORD-3265","2022-04-05 09:00:00","2022-04-06 09:00:00","Bob","Central","Technology","Binders","Printer","505.83","7","0.15","150.4","1"
"ORD-3266","2022-04-05 10:00:00","2022-04-06 10:00:00","Bob","South","Technology","Tables","Pen","505.83","6","0.15","150.4","1"
"ORD-3267","2022-04-05 11:00:00","2022-04-06 11:00:00","Frank","Central","Technology","Tables","Paper","505.83","7","0.15","150.4","1"
"ORD-3268","2022-04-05 12:00:00","2022-04-06 12:00:00","Alice","West","Technology","Tables","Monitor","505.83","5","0.15","150.4","1"
"ORD-3269","2022-04-05 13:00:00","2022-04-06 13:00:00","Charlie","Central","Furniture","Phones","Printer","505.83","1","0.15","150.4","1"
"ORD-3270","2022-04-05 14:00:00","2022-04-06 14:00:00","Eva","South","Furniture","Tables","Monitor","505.83","3","0.15","150.4","1"
"ORD-3271","2022-04-05 15:00:00","2022-04-06 15:00:00","Bob","Central","Technology","Binders","Desk","505.83","3","0.15","150.4","1"
"ORD-3272","2022-04-05 16:00:00","2022-04-06 16:00:00","Bob","West","Furniture","Tables","Printer","505.83","7","0.15","150.4","1"
"ORD-3273","2022-04-05 17:00:00","2022-04-06 17:00:00","Frank","South","Office Supplies","Tables","Monitor","505.83","3","0.15","150.4","1"
"ORD-3274","2022-04-05 18:00:00","2022-04-06 18:00:00","David","Central","Technology","Phones","Desk","505.83","5","0.15","150.4","1"
"ORD-3275","2022-04-05 19:00:00","2022-04-06 19:00:00","Eva","South","Office Supplies","Binders","Pen","505.83","4","0.15","150.4","1"
"ORD-3276","2022-04-05 20:00:00","2022-04-06 20:00:00","Eva","Central","Office Supplies","Tables","Paper","505.83","4","0.15","150.4","1"
"ORD-3277","2022-04-05 21:00:00","2022-04-06 21:00:00","Bob","South","Technology","Chairs","Printer","505.83","7","0.15","150.4","1"
"ORD-3278","2022-04-05 22:00:00","2022-04-06 22:00:00","Alice","West","Office Supplies","Storage","Paper","505.83","1","0.15","150.4","1"
"ORD-3279","2022-04-05 23:00:00","2022-04-06 23:00:00","David","West","Office Supplies","Binders","Desk","505.83","7","0.15","150.4","1"
"ORD-3280","2022-04-06 00:00:00","2022-04-07 00:00:00","Eva","East","Office Supplies","Accessories","Paper","505.83","8","0.15","150.4","1"
"ORD-3281","2022-04-06 01:00:00","2022-04-07 01:00:00","Bob","South","Technology","Accessories","Paper","505.83","3","0.15","150.4","1"
"ORD-3282","2022-04-06 02:00:00","2022-04-07 02:00:00","David","East","Technology","Tables","Stapler","505.83","3","0.15","150.4","1"
"ORD-3283","2022-04-06 03:00:00","2022-04-07 03:00:00","David","South","Office Supplies","Accessories","Desk","505.83","4","0.15","150.4","1"
"ORD-3284","2022-04-06 04:00:00","2022-04-07 04:00:00","David","Central","Technology","Binders","Paper","505.83","6","0.15","150.4","1"
"ORD-3285","2022-04-06 05:00:00","2022-04-07 05:00:00","Charlie","Central","Technology","Chairs","Monitor","505.83","7","0.15","150.4","1"
"ORD-3286","2022-04-06 06:00:00","2022-04-07 06:00:00","Frank","East","Office Supplies","Binders","Desk","505.83","1","0.15","150.4","1"
"ORD-3287","2022-04-06 07:00:00","2022-04-07 07:00:00","Frank","South","Technology","Tables","Stapler","505.83","4","0.15","150.4","1"
"ORD-3288","2022-04-06 08:00:00","2022-04-07 08:00:00","Bob","East","Furniture","Tables","Printer","505.83","7","0.15","150.4","1"
"ORD-3289","2022-04-06 09:00:00","2022-04-07 09:00:00","David","West","Technology","Phones","Pen","505.83","2","0.15","150.4","1"
"ORD-3290","2022-04-06 10:00:00","2022-04-07 10:00:00","Charlie","East","Furniture","Accessories","Paper","505.83","1","0.15","150.4","1"
"ORD-3291","2022-04-06 11:00:00","2022-04-07 11:00:00","Charlie","East","Office Supplies","Storage","Monitor","505.83","1","0.15","150.4","1"
"ORD-3292","2022-04-06 12:00:00","2022-04-07 12:00:00","Eva","Central","Technology","Accessories","Stapler","505.83","6","0.15","150.4","1"
"ORD-3293","2022-04-06 13:00:00","2022-04-07 13:00:00","Eva","East","Office Supplies","Binders","Desk","505.83","5","0.15","150.4","1"
"ORD-3294","2022-04-06 14:00:00","2022-04-07 14:00:00","Charlie","South","Office Supplies","Storage","Pen","505.83","1","0.15","150.4","1"
"ORD-3295","2022-04-06 15:00:00","2022-04-07 15:00:00","Eva","Central","Office Supplies","Storage","Pen","505.83","3","0.15","150.4","1"
"ORD-3296","2022-04-06 16:00:00","2022-04-07 16:00:00","David","East","Office Supplies","Accessories","Paper","505.83","7","0.15","150.4","1"
"ORD-3297","2022-04-06 17:00:00","2022-04-07 17:00:00","Alice","West","Office Supplies","Storage","Stapler","505.83","9","0.15","150.4","1"
"ORD-3298","2022-04-06 18:00:00","2022-04-07 18:00:00","David","East","Technology","Storage","Stapler","505.83","9","0.15","150.4","1"
"ORD-3299","2022-04-06 19:00:00","2022-04-07 19:00:00","David","East","Furniture","Tables","Monitor","505.83","6","0.15","150.4","1"
"ORD-3300","2022-04-06 20:00:00","2022-04-07 20:00:00","Charlie","East","Technology","Chairs","Printer","505.83","3","0.15","150.4","1"
"ORD-3301","2022-04-06 21:00:00","2022-04-07 21:00:00","David","Central","Technology","Binders","Printer","505.83","1","0.15","150.4","1"
"ORD-3302","2022-04-06 22:00:00","2022-04-07 22:00:00","Eva","South","Technology","Accessories","Printer","505.83","3","0.15","150.4","1"
"ORD-3303","2022-04-06 23:00:00","2022-04-07 23:00:00","Eva","West","Technology","Tables","Pen","505.83","2","0.15","150.4","1"
"ORD-3304","2022-04-07 00:00:00","2022-04-08 00:00:00","Frank","East","Furniture","Phones","Pen","505.83","5","0.15","150.4","1"
"ORD-3305","2022-04-07 01:00:00","2022-04-08 01:00:00","Charlie","South","Technology","Storage","Desk","505.83","8","0.15","150.4","1"
"ORD-3306","2022-04-07 02:00:00","2022-04-08 02:00:00","Bob","South","Office Supplies","Storage","Pen","505.83","5","0.15","150.4","1"
"ORD-3307","2022-04-07 03:00:00","2022-04-08 03:00:00","Frank","Central","Technology","Accessories","Pen","505.83","1","0.15","150.4","1"
